"UserInfo_Tag","yushi","23"
,"14575109","0","1.0","0.0","154.0","111.0","0.675","0.40000004",,,"0","1523612256913"
"1","14575167","2",,,,,,,,,"0","1523612256971"
,"14575647","0","1.0","0.0","122.0","88.0","0.625","0.33333334",,,"0","1523612257451"
"13","14575697","2",,,,,,,,,"0","1523612257501"
,"14576102","0","1.0","0.0","127.0","122.0","0.6375","0.33333334",,,"0","1523612257906"
"137","14576151","2",,,,,,,,,"0","1523612257955"
,"14576598","0","1.0","0.0","95.0","85.0","0.5625","0.26666668",,,"0","1523612258402"
"1379","14576631","2",,,,,,,,,"0","1523612258434"
,"14578355","0","1.0","0.0","152.0","111.0","0.6375","0.33333334",,,"0","1523612260160"
"1","14578422","2",,,,,,,,,"0","1523612260225"
,"14578978","0","1.0","0.0","143.0","110.0","0.6125","0.33333334",,,"0","1523612260782"
"15","14579010","2",,,,,,,,,"0","1523612260814"
,"14579423","0","1.0","0.0","105.0","95.0","0.575","0.26666668",,,"0","1523612261228"
"156","14579498","2",,,,,,,,,"0","1523612261302"
,"14580172","0","1.0","0.0","142.0","99.0","0.6","0.26666668",,,"0","1523612261976"
"1568","14580221","2",,,,,,,,,"0","1523612262025"
,"14580626","0","1.0","0.0","139.0","115.0","0.6125","0.33333334",,,"0","1523612262430"
"15688","14580684","2",,,,,,,,,"0","1523612262488"
,"14581029","0","1.0","0.0","182.0","137.0","0.58750004","0.26666668",,,"0","1523612262833"
"156887","14581054","2",,,,,,,,,"0","1523612262857"
,"14583039","0","1.0","0.0","160.0","120.0","0.625","0.33333334",,,"0","1523612264844"
"2","14583089","2",,,,,,,,,"0","1523612264892"
,"14583443","0","1.0","0.0","132.0","102.0","0.625","0.33333334",,,"0","1523612265247"
"25","14583493","2",,,,,,,,,"0","1523612265296"
,"14583796","0","1.0","0.0","153.0","106.0","0.6375","0.33333334",,,"0","1523612265600"
"254","14583854","2",,,,,,,,,"0","1523612265658"
,"14584317","0","1.0","0.0","113.0","112.0","0.6125","0.33333334",,,"0","1523612266121"
"2548","14584367","2",,,,,,,,,"0","1523612266171"
,"14586361","0","1.0","0.0","106.0","145.0","0.58750004","0.26666668",,,"0","1523612268166"
"6","14586419","2",,,,,,,,,"0","1523612268222"
,"14586798","0","1.0","0.0","141.0","85.0","0.575","0.26666668",,,"0","1523612268602"
"69","14586865","2",,,,,,,,,"0","1523612268668"
,"14587193","0","1.0","0.0","192.0","90.0","0.58750004","0.26666668",,,"0","1523612268997"
"690","14587260","2",,,,,,,,,"0","1523612269063"
,"14587521","0","1.0","0.0","153.0","110.0","0.625","0.33333334",,,"0","1523612269325"
"6905","14587580","2",,,,,,,,,"0","1523612269383"
,"14588009","0","1.0","0.0","151.0","132.0","0.6875","0.40000004",,,"0","1523612269814"
"69054","14588059","2",,,,,,,,,"0","1523612269862"
,"14588354","0","1.0","0.0","101.0","117.0","0.6625","0.40000004",,,"0","1523612270158"
"690542","14588412","2",,,,,,,,,"0","1523612270216"
,"14590297","0","1.0","0.0","152.0","119.0","0.6625","0.40000004",,,"0","1523612272101"
"1","14590355","2",,,,,,,,,"0","1523612272158"
,"14590826","0","1.0","0.0","140.0","157.0","0.6","0.33333334",,,"0","1523612272630"
"13","14590876","2",,,,,,,,,"0","1523612272679"
,"14591255","0","1.0","0.0","143.0","129.0","0.6625","0.40000004",,,"0","1523612273059"
"137","14591305","2",,,,,,,,,"0","1523612273108"
,"14591667","0","1.0","0.0","63.0","103.0","0.575","0.26666668",,,"0","1523612273471"
"1379","14591717","2",,,,,,,,,"0","1523612273520"
,"14593509","0","1.0","0.0","118.0","95.0","0.65000004","0.33333334",,,"0","1523612275312"
"1","14593550","2",,,,,,,,,"0","1523612275353"
,"14594030","0","1.0","0.0","145.0","113.0","0.6375","0.33333334",,,"0","1523612275835"
"15","14594088","2",,,,,,,,,"0","1523612275892"
,"14594467","0","1.0","0.0","140.0","92.0","0.58750004","0.26666668",,,"0","1523612276271"
"156","14594534","2",,,,,,,,,"0","1523612276337"
,"14594938","0","1.0","0.0","128.0","103.0","0.625","0.33333334",,,"0","1523612276742"
"1568","14595005","2",,,,,,,,,"0","1523612276808"
,"14595333","0","1.0","0.0","133.0","123.0","0.6125","0.33333334",,,"0","1523612277138"
"15688","14595392","2",,,,,,,,,"0","1523612277196"
,"14595619","0","1.0","0.0","169.0","116.0","0.6375","0.33333334",,,"0","1523612277424"
"156887","14595669","2",,,,,,,,,"0","1523612277473"
,"14597251","0","1.0","0.0","138.0","110.0","0.6375","0.33333334",,,"0","1523612279056"
"2","14597309","2",,,,,,,,,"0","1523612279112"
,"14597714","0","1.0","0.0","141.0","109.0","0.6125","0.33333334",,,"0","1523612279518"
"25","14597763","2",,,,,,,,,"0","1523612279567"
,"14597999","0","1.0","0.0","125.0","122.0","0.65000004","0.33333334",,,"0","1523612279804"
"254","14598058","2",,,,,,,,,"0","1523612279861"
,"14598226","0","1.0","0.0","125.0","134.0","0.58750004","0.26666668",,,"0","1523612280031"
"2548","14598276","2",,,,,,,,,"0","1523612280080"
,"14600060","0","1.0","0.0","144.0","120.0","0.6","0.26666668",,,"0","1523612281864"
"6","14600126","2",,,,,,,,,"0","1523612281930"
,"14600514","0","1.0","0.0","188.0","30.0","0.575","0.26666668",,,"0","1523612282318"
